CqF03, B, 0, -inf, -inf, inf
mLfXv, O, 3, inf, 39, inf
4YVsA, G, 4, -inf, 39, inf
4p8dS, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
4p8dS, O, 5, 23, 39, inf
4YVsA, G, 4, 32, 39, inf
4p8dS, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
4p8dS, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
66q9x, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
66q9x, O, 5, 23, 39, inf
4YVsA, G, 4, 32, 39, inf
66q9x, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
66q9x, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
EfAlJ, B, 5, 12, 39, inf
4YVsA, G, 4, 32, 39, inf
EfAlJ, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
EfAlJ, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
HEPJv, O, 5, 23, 39, inf
4YVsA, G, 4, 32, 39, inf
HEPJv, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
HEPJv, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
HsqqQ, B, 5, 12, 39, inf
4YVsA, G, 4, 32, 39, inf
HsqqQ, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
HsqqQ, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
RuDQS, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
RuDQS, O, 5, 23, 39, inf
4YVsA, G, 4, 32, 39, inf
RuDQS, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
SQWho, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
SQWho, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
Vl2tc, B, 5, 12, 39, inf
4YVsA, G, 4, 32, 39, inf
Vl2tc, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
Vl2tc, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
ZqkG6, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
ZqkG6, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
ZqkG6, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
eF3Ka, B, 5, 12, 39, inf
4YVsA, G, 4, 32, 39, inf
eF3Ka, O, 5, 23, 39, inf
4YVsA, G, 4, 32, 39, inf
eF3Ka, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
eF3Ka, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
mLfXv, O, 3, 32, 39, inf
4UJ6B, B, 2, 39, 39, inf
mLfXv, R, 3, inf, 39, inf
4YVsA, G, 4, -inf, 39, inf
4p8dS, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
4p8dS, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
4p8dS, R, 5, -21, 39, inf
4YVsA, G, 4, 10, 39, inf
4p8dS, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
66q9x, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
66q9x, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
66q9x, R, 5, -21, 39, inf
4YVsA, G, 4, 10, 39, inf
66q9x, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
EfAlJ, B, 5, -10, 39, inf
4YVsA, G, 4, 10, 39, inf
EfAlJ, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
EfAlJ, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
HEPJv, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
HEPJv, R, 5, -21, 39, inf
4YVsA, G, 4, 10, 39, inf
HEPJv, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
HsqqQ, B, 5, -10, 39, inf
4YVsA, G, 4, 10, 39, inf
HsqqQ, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
HsqqQ, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
RuDQS, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
RuDQS, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
RuDQS, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
SQWho, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
SQWho, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
SQWho, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
Vl2tc, B, 5, -10, 39, inf
4YVsA, G, 4, 10, 39, inf
Vl2tc, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
Vl2tc, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
Vl2tc, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
ZqkG6, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
ZqkG6, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
ZqkG6, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
eF3Ka, B, 5, -10, 39, inf
4YVsA, G, 4, 10, 39, inf
eF3Ka, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
eF3Ka, R, 5, -21, 39, inf
4YVsA, G, 4, 10, 39, inf
eF3Ka, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
mLfXv, R, 3, 10, 39, inf
4UJ6B, B, 2, 39, 39, inf
mLfXv, Y, 3, inf, 39, inf
4YVsA, G, 4, -inf, 39, inf
4p8dS, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
4p8dS, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
4p8dS, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
4p8dS, Y, 5, -3, 39, inf
4YVsA, G, 4, 19, 39, inf
66q9x, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
66q9x, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
66q9x, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
66q9x, Y, 5, -3, 39, inf
4YVsA, G, 4, 19, 39, inf
EfAlJ, B, 5, -1, 39, inf
4YVsA, G, 4, 19, 39, inf
EfAlJ, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
EfAlJ, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
HEPJv, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
HEPJv, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
HEPJv, Y, 5, -3, 39, inf
4YVsA, G, 4, 19, 39, inf
HsqqQ, B, 5, -1, 39, inf
4YVsA, G, 4, 19, 39, inf
HsqqQ, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
HsqqQ, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
RuDQS, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
RuDQS, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
RuDQS, Y, 5, -3, 39, inf
4YVsA, G, 4, 19, 39, inf
SQWho, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
SQWho, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
Vl2tc, B, 5, -1, 39, inf
4YVsA, G, 4, 19, 39, inf
Vl2tc, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
Vl2tc, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
ZqkG6, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
ZqkG6, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
ZqkG6, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
eF3Ka, B, 5, -1, 39, inf
4YVsA, G, 4, 19, 39, inf
eF3Ka, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
eF3Ka, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
eF3Ka, Y, 5, -3, 39, inf
4YVsA, G, 4, 19, 39, inf
mLfXv, Y, 3, 19, 39, inf
4UJ6B, B, 2, 39, 39, inf
2L3t2, G, 1, 39, -inf, 39
4UJ6B, O, 2, -inf, -inf, 39
4YVsA, G, 3, inf, -inf, 39
4p8dS, B, 4, -inf, -inf, 39
66q9x, B, 5, 19, -inf, 39
4p8dS, B, 4, 19, 19, 39
66q9x, G, 5, 39, 19, 39
4p8dS, B, 4, 39, 19, 39
4YVsA, G, 3, 39, -inf, 39
4p8dS, G, 4, -inf, -inf, 39
66q9x, B, 5, -12, -inf, 39
4p8dS, G, 4, -12, -12, 39
66q9x, G, 5, 8, -12, 39
4p8dS, G, 4, 8, 8, 39
66q9x, R, 5, -23, 8, 39
4p8dS, G, 4, 8, 8, 39
66q9x, Y, 5, -14, 8, 39
4p8dS, G, 4, 8, 8, 39
EfAlJ, B, 5, -12, 8, 39
4p8dS, G, 4, 8, 8, 39
EfAlJ, O, 5, -1, 8, 39
4p8dS, G, 4, 8, 8, 39
EfAlJ, R, 5, -23, 8, 39
4p8dS, G, 4, 8, 8, 39
EfAlJ, Y, 5, -14, 8, 39
4p8dS, G, 4, 8, 8, 39
HEPJv, B, 5, -12, 8, 39
4p8dS, G, 4, 8, 8, 39
HEPJv, R, 5, -23, 8, 39
4p8dS, G, 4, 8, 8, 39
HEPJv, Y, 5, -14, 8, 39
4p8dS, G, 4, 8, 8, 39
HsqqQ, B, 5, -12, 8, 39
4p8dS, G, 4, 8, 8, 39
HsqqQ, O, 5, -1, 8, 39
4p8dS, G, 4, 8, 8, 39
HsqqQ, R, 5, -23, 8, 39
4p8dS, G, 4, 8, 8, 39
HsqqQ, Y, 5, -14, 8, 39
4p8dS, G, 4, 8, 8, 39
RuDQS, B, 5, -12, 8, 39
4p8dS, G, 4, 8, 8, 39
RuDQS, G, 5, 8, 8, 39
4p8dS, G, 4, 8, 8, 39
RuDQS, Y, 5, -14, 8, 39
4p8dS, G, 4, 8, 8, 39
SQWho, O, 5, -1, 8, 39
4p8dS, G, 4, 8, 8, 39
SQWho, Y, 5, -14, 8, 39
4p8dS, G, 4, 8, 8, 39
Vl2tc, B, 5, -12, 8, 39
4p8dS, G, 4, 8, 8, 39
Vl2tc, O, 5, -1, 8, 39
4p8dS, G, 4, 8, 8, 39
Vl2tc, Y, 5, -14, 8, 39
4p8dS, G, 4, 8, 8, 39
ZqkG6, O, 5, -1, 8, 39
4p8dS, G, 4, 8, 8, 39
ZqkG6, R, 5, -23, 8, 39
4p8dS, G, 4, 8, 8, 39
ZqkG6, Y, 5, -14, 8, 39
4p8dS, G, 4, 8, 8, 39
eF3Ka, B, 5, -12, 8, 39
4p8dS, G, 4, 8, 8, 39
eF3Ka, O, 5, -1, 8, 39
4p8dS, G, 4, 8, 8, 39
eF3Ka, R, 5, -23, 8, 39
4p8dS, G, 4, 8, 8, 39
eF3Ka, Y, 5, -14, 8, 39
4p8dS, G, 4, 8, 8, 39
mLfXv, B, 5, -12, 8, 39
4p8dS, G, 4, 8, 8, 39
mLfXv, G, 5, 8, 8, 39
4p8dS, G, 4, 8, 8, 39
mLfXv, R, 5, -23, 8, 39
4p8dS, G, 4, 8, 8, 39
mLfXv, Y, 5, -14, 8, 39
4p8dS, G, 4, 8, 8, 39
opBSg, B, 5, -12, 8, 39
4p8dS, G, 4, 8, 8, 39
opBSg, O, 5, -1, 8, 39
4p8dS, G, 4, 8, 8, 39
opBSg, R, 5, -23, 8, 39
4p8dS, G, 4, 8, 8, 39
opBSg, Y, 5, -14, 8, 39
4p8dS, G, 4, 8, 8, 39
zfPuV, B, 5, -12, 8, 39
4p8dS, G, 4, 8, 8, 39
zfPuV, O, 5, -1, 8, 39
4p8dS, G, 4, 8, 8, 39
zfPuV, R, 5, -23, 8, 39
4p8dS, G, 4, 8, 8, 39
zfPuV, Y, 5, -14, 8, 39
4p8dS, G, 4, 8, 8, 39
4YVsA, G, 3, 8, -inf, 8
4p8dS, R, 4, -inf, -inf, 8
66q9x, B, 5, -1, -inf, 8
4p8dS, R, 4, -1, -1, 8
66q9x, G, 5, 19, -1, 8
4p8dS, R, 4, 19, -1, 8
4YVsA, G, 3, 8, -inf, 8
4p8dS, Y, 4, -inf, -inf, 8
66q9x, B, 5, 19, -inf, 8
4p8dS, Y, 4, 19, -inf, 8
4YVsA, G, 3, 8, -inf, 8
66q9x, B, 4, -inf, -inf, 8
3cY4M, G, 5, 39, -inf, 8
66q9x, B, 4, 39, -inf, 8
4YVsA, G, 3, 8, -inf, 8
66q9x, G, 4, -inf, -inf, 8
3cY4M, B, 5, -12, -inf, 8
66q9x, G, 4, -12, -12, 8
3cY4M, O, 5, -1, -12, 8
66q9x, G, 4, -1, -1, 8
3cY4M, R, 5, -23, -1, 8
66q9x, G, 4, -1, -1, 8
3cY4M, Y, 5, -14, -1, 8
66q9x, G, 4, -1, -1, 8
4p8dS, B, 5, -12, -1, 8
66q9x, G, 4, -1, -1, 8
4p8dS, G, 5, 8, -1, 8
66q9x, G, 4, 8, -1, 8
4YVsA, G, 3, 8, -inf, 8
66q9x, R, 4, -inf, -inf, 8
3cY4M, B, 5, -1, -inf, 8
66q9x, R, 4, -1, -1, 8
3cY4M, G, 5, 19, -1, 8
66q9x, R, 4, 19, -1, 8
4YVsA, G, 3, 8, -inf, 8
66q9x, Y, 4, -inf, -inf, 8
3cY4M, B, 5, 19, -inf, 8
66q9x, Y, 4, 19, -inf, 8
4YVsA, G, 3, 8, -inf, 8
EfAlJ, B, 4, -inf, -inf, 8
3cY4M, G, 5, 39, -inf, 8
EfAlJ, B, 4, 39, -inf, 8
4YVsA, G, 3, 8, -inf, 8
EfAlJ, O, 4, -inf, -inf, 8
3cY4M, B, 5, -14, -inf, 8
EfAlJ, O, 4, -14, -14, 8
3cY4M, G, 5, 6, -14, 8
EfAlJ, O, 4, 6, 6, 8
3cY4M, R, 5, -25, 6, 8
EfAlJ, O, 4, 6, 6, 8
3cY4M, Y, 5, -16, 6, 8
EfAlJ, O, 4, 6, 6, 8
4p8dS, B, 5, -14, 6, 8
EfAlJ, O, 4, 6, 6, 8
4p8dS, G, 5, 6, 6, 8
EfAlJ, O, 4, 6, 6, 8
4p8dS, R, 5, -25, 6, 8
EfAlJ, O, 4, 6, 6, 8
4p8dS, Y, 5, -16, 6, 8
EfAlJ, O, 4, 6, 6, 8
66q9x, B, 5, -14, 6, 8
EfAlJ, O, 4, 6, 6, 8
66q9x, G, 5, 6, 6, 8
EfAlJ, O, 4, 6, 6, 8
66q9x, R, 5, -25, 6, 8
EfAlJ, O, 4, 6, 6, 8
66q9x, Y, 5, -16, 6, 8
EfAlJ, O, 4, 6, 6, 8
HEPJv, B, 5, -14, 6, 8
EfAlJ, O, 4, 6, 6, 8
HEPJv, R, 5, -25, 6, 8
EfAlJ, O, 4, 6, 6, 8
HEPJv, Y, 5, -16, 6, 8
EfAlJ, O, 4, 6, 6, 8
HsqqQ, B, 5, -14, 6, 8
EfAlJ, O, 4, 6, 6, 8
HsqqQ, O, 5, -3, 6, 8
EfAlJ, O, 4, 6, 6, 8
HsqqQ, R, 5, -25, 6, 8
EfAlJ, O, 4, 6, 6, 8
HsqqQ, Y, 5, -16, 6, 8
EfAlJ, O, 4, 6, 6, 8
RuDQS, B, 5, -14, 6, 8
EfAlJ, O, 4, 6, 6, 8
RuDQS, G, 5, 6, 6, 8
EfAlJ, O, 4, 6, 6, 8
RuDQS, Y, 5, -16, 6, 8
EfAlJ, O, 4, 6, 6, 8
SQWho, G, 5, 6, 6, 8
EfAlJ, O, 4, 6, 6, 8
SQWho, O, 5, -3, 6, 8
EfAlJ, O, 4, 6, 6, 8
SQWho, Y, 5, -16, 6, 8
EfAlJ, O, 4, 6, 6, 8
Vl2tc, B, 5, -14, 6, 8
EfAlJ, O, 4, 6, 6, 8
Vl2tc, G, 5, 6, 6, 8
EfAlJ, O, 4, 6, 6, 8
Vl2tc, Y, 5, -16, 6, 8
EfAlJ, O, 4, 6, 6, 8
ZqkG6, G, 5, 6, 6, 8
EfAlJ, O, 4, 6, 6, 8
ZqkG6, O, 5, -3, 6, 8
EfAlJ, O, 4, 6, 6, 8
ZqkG6, R, 5, -25, 6, 8
EfAlJ, O, 4, 6, 6, 8
ZqkG6, Y, 5, -16, 6, 8
EfAlJ, O, 4, 6, 6, 8
eF3Ka, B, 5, -14, 6, 8
EfAlJ, O, 4, 6, 6, 8
eF3Ka, O, 5, -3, 6, 8
EfAlJ, O, 4, 6, 6, 8
eF3Ka, R, 5, -25, 6, 8
EfAlJ, O, 4, 6, 6, 8
eF3Ka, Y, 5, -16, 6, 8
EfAlJ, O, 4, 6, 6, 8
mLfXv, B, 5, -14, 6, 8
EfAlJ, O, 4, 6, 6, 8
mLfXv, G, 5, 6, 6, 8
EfAlJ, O, 4, 6, 6, 8
mLfXv, R, 5, -25, 6, 8
EfAlJ, O, 4, 6, 6, 8
mLfXv, Y, 5, -16, 6, 8
EfAlJ, O, 4, 6, 6, 8
4YVsA, G, 3, 6, -inf, 6
EfAlJ, R, 4, -inf, -inf, 6
3cY4M, B, 5, -1, -inf, 6
EfAlJ, R, 4, -1, -1, 6
3cY4M, G, 5, 19, -1, 6
EfAlJ, R, 4, 19, -1, 6
4YVsA, G, 3, 6, -inf, 6
EfAlJ, Y, 4, -inf, -inf, 6
3cY4M, B, 5, 19, -inf, 6
EfAlJ, Y, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
HEPJv, B, 4, -inf, -inf, 6
4p8dS, B, 5, 19, -inf, 6
HEPJv, B, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
HEPJv, R, 4, -inf, -inf, 6
4p8dS, B, 5, -1, -inf, 6
HEPJv, R, 4, -1, -1, 6
4p8dS, G, 5, 19, -1, 6
HEPJv, R, 4, 19, -1, 6
4YVsA, G, 3, 6, -inf, 6
HEPJv, Y, 4, -inf, -inf, 6
4p8dS, B, 5, 19, -inf, 6
HEPJv, Y, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
HsqqQ, B, 4, -inf, -inf, 6
4p8dS, B, 5, 19, -inf, 6
HsqqQ, B, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
HsqqQ, O, 4, -inf, -inf, 6
4p8dS, B, 5, -14, -inf, 6
HsqqQ, O, 4, -14, -14, 6
4p8dS, G, 5, 6, -14, 6
HsqqQ, O, 4, 6, -14, 6
4YVsA, G, 3, 6, -inf, 6
HsqqQ, R, 4, -inf, -inf, 6
4p8dS, B, 5, -1, -inf, 6
HsqqQ, R, 4, -1, -1, 6
4p8dS, G, 5, 19, -1, 6
HsqqQ, R, 4, 19, -1, 6
4YVsA, G, 3, 6, -inf, 6
HsqqQ, Y, 4, -inf, -inf, 6
4p8dS, B, 5, 19, -inf, 6
HsqqQ, Y, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
RuDQS, B, 4, -inf, -inf, 6
4p8dS, B, 5, 19, -inf, 6
RuDQS, B, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
RuDQS, G, 4, -inf, -inf, 6
4p8dS, B, 5, -12, -inf, 6
RuDQS, G, 4, -12, -12, 6
4p8dS, G, 5, 8, -12, 6
RuDQS, G, 4, 8, -12, 6
4YVsA, G, 3, 6, -inf, 6
RuDQS, Y, 4, -inf, -inf, 6
4p8dS, B, 5, 19, -inf, 6
RuDQS, Y, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
SQWho, G, 4, -inf, -inf, 6
3cY4M, B, 5, -12, -inf, 6
SQWho, G, 4, -12, -12, 6
3cY4M, O, 5, -1, -12, 6
SQWho, G, 4, -1, -1, 6
3cY4M, R, 5, -23, -1, 6
SQWho, G, 4, -1, -1, 6
3cY4M, Y, 5, -14, -1, 6
SQWho, G, 4, -1, -1, 6
4p8dS, B, 5, -12, -1, 6
SQWho, G, 4, -1, -1, 6
4p8dS, R, 5, -23, -1, 6
SQWho, G, 4, -1, -1, 6
4p8dS, Y, 5, -14, -1, 6
SQWho, G, 4, -1, -1, 6
66q9x, B, 5, -12, -1, 6
SQWho, G, 4, -1, -1, 6
66q9x, G, 5, 8, -1, 6
SQWho, G, 4, 8, -1, 6
4YVsA, G, 3, 6, -inf, 6
SQWho, O, 4, -inf, -inf, 6
3cY4M, B, 5, -14, -inf, 6
SQWho, O, 4, -14, -14, 6
3cY4M, G, 5, 6, -14, 6
SQWho, O, 4, 6, -14, 6
4YVsA, G, 3, 6, -inf, 6
SQWho, Y, 4, -inf, -inf, 6
3cY4M, B, 5, 19, -inf, 6
SQWho, Y, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
Vl2tc, B, 4, -inf, -inf, 6
4p8dS, G, 5, 39, -inf, 6
Vl2tc, B, 4, 39, -inf, 6
4YVsA, G, 3, 6, -inf, 6
Vl2tc, G, 4, -inf, -inf, 6
4p8dS, B, 5, -12, -inf, 6
Vl2tc, G, 4, -12, -12, 6
4p8dS, R, 5, -23, -12, 6
Vl2tc, G, 4, -12, -12, 6
4p8dS, Y, 5, -14, -12, 6
Vl2tc, G, 4, -12, -12, 6
66q9x, B, 5, -12, -12, 6
Vl2tc, G, 4, -12, -12, 6
66q9x, G, 5, 8, -12, 6
Vl2tc, G, 4, 8, -12, 6
4YVsA, G, 3, 6, -inf, 6
Vl2tc, O, 4, -inf, -inf, 6
4p8dS, B, 5, -14, -inf, 6
Vl2tc, O, 4, -14, -14, 6
4p8dS, G, 5, 6, -14, 6
Vl2tc, O, 4, 6, -14, 6
4YVsA, G, 3, 6, -inf, 6
Vl2tc, Y, 4, -inf, -inf, 6
4p8dS, B, 5, 19, -inf, 6
Vl2tc, Y, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
ZqkG6, G, 4, -inf, -inf, 6
4p8dS, B, 5, -12, -inf, 6
ZqkG6, G, 4, -12, -12, 6
4p8dS, R, 5, -23, -12, 6
ZqkG6, G, 4, -12, -12, 6
4p8dS, Y, 5, -14, -12, 6
ZqkG6, G, 4, -12, -12, 6
66q9x, B, 5, -12, -12, 6
ZqkG6, G, 4, -12, -12, 6
66q9x, G, 5, 8, -12, 6
ZqkG6, G, 4, 8, -12, 6
4YVsA, G, 3, 6, -inf, 6
ZqkG6, O, 4, -inf, -inf, 6
4p8dS, B, 5, -14, -inf, 6
ZqkG6, O, 4, -14, -14, 6
4p8dS, G, 5, 6, -14, 6
ZqkG6, O, 4, 6, -14, 6
4YVsA, G, 3, 6, -inf, 6
ZqkG6, R, 4, -inf, -inf, 6
4p8dS, B, 5, -1, -inf, 6
ZqkG6, R, 4, -1, -1, 6
4p8dS, G, 5, 19, -1, 6
ZqkG6, R, 4, 19, -1, 6
4YVsA, G, 3, 6, -inf, 6
ZqkG6, Y, 4, -inf, -inf, 6
4p8dS, B, 5, 19, -inf, 6
ZqkG6, Y, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
eF3Ka, B, 4, -inf, -inf, 6
4p8dS, B, 5, 19, -inf, 6
eF3Ka, B, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
eF3Ka, O, 4, -inf, -inf, 6
4p8dS, B, 5, -14, -inf, 6
eF3Ka, O, 4, -14, -14, 6
4p8dS, G, 5, 6, -14, 6
eF3Ka, O, 4, 6, -14, 6
4YVsA, G, 3, 6, -inf, 6
eF3Ka, R, 4, -inf, -inf, 6
4p8dS, B, 5, -1, -inf, 6
eF3Ka, R, 4, -1, -1, 6
4p8dS, G, 5, 19, -1, 6
eF3Ka, R, 4, 19, -1, 6
4YVsA, G, 3, 6, -inf, 6
eF3Ka, Y, 4, -inf, -inf, 6
4p8dS, B, 5, 19, -inf, 6
eF3Ka, Y, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
mLfXv, B, 4, -inf, -inf, 6
4p8dS, B, 5, 19, -inf, 6
mLfXv, B, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
mLfXv, G, 4, -inf, -inf, 6
4p8dS, B, 5, -12, -inf, 6
mLfXv, G, 4, -12, -12, 6
4p8dS, G, 5, 8, -12, 6
mLfXv, G, 4, 8, -12, 6
4YVsA, G, 3, 6, -inf, 6
mLfXv, R, 4, -inf, -inf, 6
4p8dS, B, 5, -1, -inf, 6
mLfXv, R, 4, -1, -1, 6
4p8dS, G, 5, 19, -1, 6
mLfXv, R, 4, 19, -1, 6
4YVsA, G, 3, 6, -inf, 6
mLfXv, Y, 4, -inf, -inf, 6
4p8dS, B, 5, 19, -inf, 6
mLfXv, Y, 4, 19, -inf, 6
4YVsA, G, 3, 6, -inf, 6
4UJ6B, O, 2, 6, 6, 39
4YVsA, O, 3, inf, 6, 39
4p8dS, B, 4, -inf, 6, 39
66q9x, B, 5, 10, 6, 39
4p8dS, B, 4, 10, 10, 39
66q9x, G, 5, 30, 10, 39
4p8dS, B, 4, 30, 30, 39
66q9x, R, 5, -1, 30, 39
4p8dS, B, 4, 30, 30, 39
66q9x, Y, 5, 8, 30, 39
4p8dS, B, 4, 30, 30, 39
EfAlJ, R, 5, -1, 30, 39
4p8dS, B, 4, 30, 30, 39
EfAlJ, Y, 5, 8, 30, 39
4p8dS, B, 4, 30, 30, 39
HEPJv, B, 5, 10, 30, 39
4p8dS, B, 4, 30, 30, 39
HEPJv, G, 5, 30, 30, 39
4p8dS, B, 4, 30, 30, 39
HEPJv, R, 5, -1, 30, 39
4p8dS, B, 4, 30, 30, 39
HEPJv, Y, 5, 8, 30, 39
4p8dS, B, 4, 30, 30, 39
HsqqQ, B, 5, 10, 30, 39
4p8dS, B, 4, 30, 30, 39
HsqqQ, O, 5, 21, 30, 39
4p8dS, B, 4, 30, 30, 39
HsqqQ, R, 5, -1, 30, 39
4p8dS, B, 4, 30, 30, 39
HsqqQ, Y, 5, 8, 30, 39
4p8dS, B, 4, 30, 30, 39
RuDQS, B, 5, 10, 30, 39
4p8dS, B, 4, 30, 30, 39
RuDQS, G, 5, 30, 30, 39
4p8dS, B, 4, 30, 30, 39
RuDQS, Y, 5, 8, 30, 39
4p8dS, B, 4, 30, 30, 39
SQWho, G, 5, 30, 30, 39
4p8dS, B, 4, 30, 30, 39
SQWho, O, 5, 21, 30, 39
4p8dS, B, 4, 30, 30, 39
SQWho, Y, 5, 8, 30, 39
4p8dS, B, 4, 30, 30, 39
Vl2tc, G, 5, 30, 30, 39
4p8dS, B, 4, 30, 30, 39
Vl2tc, O, 5, 21, 30, 39
4p8dS, B, 4, 30, 30, 39
Vl2tc, Y, 5, 8, 30, 39
4p8dS, B, 4, 30, 30, 39
ZqkG6, G, 5, 30, 30, 39
4p8dS, B, 4, 30, 30, 39
ZqkG6, O, 5, 21, 30, 39
4p8dS, B, 4, 30, 30, 39
ZqkG6, R, 5, -1, 30, 39
4p8dS, B, 4, 30, 30, 39
ZqkG6, Y, 5, 8, 30, 39
4p8dS, B, 4, 30, 30, 39
eF3Ka, B, 5, 10, 30, 39
4p8dS, B, 4, 30, 30, 39
eF3Ka, G, 5, 30, 30, 39
4p8dS, B, 4, 30, 30, 39
eF3Ka, R, 5, -1, 30, 39
4p8dS, B, 4, 30, 30, 39
eF3Ka, Y, 5, 8, 30, 39
4p8dS, B, 4, 30, 30, 39
mLfXv, B, 5, 10, 30, 39
4p8dS, B, 4, 30, 30, 39
mLfXv, G, 5, 30, 30, 39
4p8dS, B, 4, 30, 30, 39
mLfXv, R, 5, -1, 30, 39
